昵称,性别,时间,点赅,评论,IP属地,"二级评论条数,条数相同说明在同一个人下面",等级,uid,rpid
★巡天★,保密,2024-12-08 23:31:53 北京时间,0,回复 @叫我大泽吖 :然而没有年轻人，就没有消费，就没有未来,云南,29,5,10805078,248785050657
这个昵称有人用么,男,2024-12-09 00:17:24 北京时间,7,回复 @碧水月空明 :现实情况是裁掉多余老师，然后一个班六十多个人,广东,29,6,10095887,248786279441
★巡天★,保密,2024-12-09 00:24:00 北京时间,0,回复 @叫我大泽吖 :然而没有人口就没有消费，经济就起不来,云南,29,5,10805078,248786576561
宇智波丶翎,保密,2024-12-09 00:25:51 北京时间,7,回复 @碧水月空明 :当时的日本老师也是这么想的，问题是你交的人数少了，班级少了你的工资可不可以少？毕竟学校赚的也少了呀！而且一线城市就算稳得住，那二三线的城市因为招不到生源倒闭和失业的教师呢？天真同学,吉林,29,6,14972054,248786555313
KMPlayer133,男,2024-12-09 01:00:45 北京时间,0,回复 @碧水月空明 :教练一对二的价格和一对一的价格是一样的？,广东,29,6,82785467,248787821297
Hwakaoo,男,2024-12-09 01:24:03 北京时间,0,回复 @碧水月空明 :你猜人少了学校收入是不是也下降了，那多出来的老师你猜会怎么样[嗑瓜子]好，提升教学质量是吧，内卷，启动,辽宁,29,6,10081502,249209573280
flying37520,保密,2024-12-09 02:32:13 北京时间,0,回复 @浔湖畔 :你是懂我的，[蹲蹲],广东,29,6,11344372,248792325761
Mshura,保密,2024-12-09 03:18:03 北京时间,1,回复 @碧水月空明 :现在60人一个班，老师的收入都节节下降，边远地区甚至经常拖欠，30人一班，这少收到了更多的费用差额从那出，别说财政哈，地方财政啥样谁心里都有数,重庆,29,5,343230378,248794904609
家养小萝莉,保密,2024-12-09 03:41:35 北京时间,0,回复 @碧水月空明 :太理想化了[笑哭]这样学校领导可是赚不到钱的,福建,29,6,263259,248796486049
晨风露彧,保密,2024-12-09 03:55:02 北京时间,1,稍微幻想一点，或许是我们航天科技研究的太少了，如果现在有星际殖民的技术，世界人口问题一下子就能解决了,浙江,29,5,660304499,248797362161
巨炮猛男,保密,2024-12-09 04:49:41 北京时间,0,并且人口才是一个国家最根本的,重庆,29,5,309187196,248801330161
SWZ守望者,保密,2024-12-09 05:29:32 北京时间,0,回复 @★巡天★ :年轻人消费，搞笑吧年轻人几个钱，能养活自己都不错了，尤其当今工作难找，现在跟日本等国一样钱都在中年或老年人手里好吧，,河南,29,4,1044894325,249225521840
异端溯回,男,2024-12-10 10:58:19 北京时间,0,回复 @循环倒计时 :把人成发展的手段，而不是把人当成发展的目的？什么时候工作时间减少了，生育补贴落实了，生孩子的人不就多了？高速发展的过程中007996才是导致现在出生率下降的原因,广东,29,6,350950780,248905503489
请叫人家靓仔,保密,2024-12-10 17:32:24 北京时间,1,董🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶😂😂😂😂，按你个傻🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶说的，直接生28亿天下无敌了😂😂😂,广东,29,5,440892097,248935958513
请叫人家靓仔,保密,2024-12-10 17:34:26 北京时间,0,一个麒麟820为什么那么卡😂😂😂😂，你觉得你那种知识水平经济水平达到讨论国家大事的水平了吗,广东,29,5,440892097,248936107585
非器质性腦蛤蛌,保密,2024-12-11 15:42:33 北京时间,1,回复 @循环倒计时 :[大笑]太招笑了哥们儿，你以为14亿人的消费水平真的很高吗？如果真的高怎么会在外贸受挫以后不断消费降级？给你捋一捋最简单的逻辑吧，1000个山顶洞人，和一个坐拥金山的现代人，哪边的消费力更高呢？不会认为是山顶洞人吧哥们儿？那你这辈子有了，多生些小山顶洞人吧，不然有钱人都没原始部落可以体验生活了,江苏,29,4,3546377407695334,249439657744
叫我大泽吖,男,2024-12-08 09:09:58 北京时间,47,是你没有理解，up已经直言未来一段时间的问题是就业问题而不是人口问题，现在把资源和人力拿去补贴生育，就业和生育都会崩塌，未来十年内，主要精力都是应对产业升级和解决就业上面的。,河南,29,6,80211647,249156901024
浔湖畔,保密,2024-12-08 09:43:35 北京时间,36,回复 @叫我大泽吖 :发达国家把中国用完就扔，中国把劳动力用完也扔掉[doge_金箍]翻译一下就差不多了,山东,29,5,237031432,249159783312
Mshura,保密,2024-12-08 10:10:26 北京时间,16,回复 @叫我大泽吖 : 新生儿不上去，负增长，等于把妇产科，幼儿园，老师的饭碗砸了，还有游乐园，教辅相关，得失业多少，甚至学校门口卖炸串的都受影响，咋解决就业,重庆,29,5,343230378,248743322257
循环倒计时,保密,2024-12-08 10:29:06 北京时间,22,回复 @叫我大泽吖 : 没有足够人口是没有未来的。你和UP都不理解。我们和印度敢拿最大的市场和跨国企业谈判，巴基斯坦敢吗？我们可以靠14亿人口的市场养出媲美美国全球市场喂出来的巨头企业。如果没有这些人口，你开发出的产品一被制裁你连迭代都做不到，更不要说全产业链需要的人口是10亿人口规模起步。,宁夏,29,6,2072884,248744779265
傍晚烛光,男,2024-12-08 11:44:15 北京时间,2,回复 @浔湖畔 : 真的是多快好省,浙江,29,6,8755368,248751035361
有缘好梦,保密,2024-12-08 12:06:51 北京时间,0,回复 @浔湖畔 :师爷，翻译的好哇,湖北,29,5,507137937,249172134656
猎人1987,保密,2024-12-08 13:06:54 北京时间,1,回复 @叫我大泽吖 : 这不就是经典的本末倒置么,黑龙江,29,6,11557620,249177404352
天天的小爸爸,男,2024-12-08 13:54:31 北京时间,1,回复 @循环倒计时 :喂出来那些巨头，都是做啥的？,陕西,29,6,353762862,249181429584
循环倒计时,保密,2024-12-08 14:13:42 北京时间,3,回复 @天天的小爸爸 :世界五百强里和美国差不多的数量的中国企业你看不见？,宁夏,29,6,2072884,248763519393
六窍通明的冷冲,男,2024-12-08 14:45:49 北京时间,10,回复 @叫我大泽吖 : 产业升级也需要人才，而人才实际上也需要足够大的人口基数，皮之不存毛将焉附？,江苏,29,6,381746160,248766496081
卖萌土土土,保密,2024-12-08 16:47:45 北京时间,0,回复 @叫我大泽吖 :解决了就业了吗？？？产业升级本质是和就业率相悖的。,福建,29,5,403559321,249196165216
碧水月空明,保密,2024-12-08 17:07:05 北京时间,1,回复 @Mshura :以前60人一个班，人少了那就40一个班，再少就30一个班，经济发展了教育水平跟着提，为什么就会没活呢？以前物理老师教5个班，现在或许就只需要教4个班，以后就教3个班，让他们更多功夫研究教学，提升教学质量，这会没活吗？,广东,29,5,254562210,249197233600
贾德秀,保密,2024-12-08 17:14:17 北京时间,2,回复 @Mshura :没有投资到子女身上的钱不会凭空消失，会花在其他方面促进其他产业的发展。事实上近30年的高速发展，很大程度上得益于独生子女政策，在年龄结构上形成了近似纺锤形，中间的劳动人口占比奇高。,广东,29,5,351819850,248777465665
★巡天★,保密,2024-12-08 23:31:53 北京时间,0,回复 @叫我大泽吖 :然而没有年轻人，就没有消费，就没有未来,云南,29,5,10805078,248785050657
这个昵称有人用么,男,2024-12-09 00:17:24 北京时间,7,回复 @碧水月空明 :现实情况是裁掉多余老师，然后一个班六十多个人,广东,29,6,10095887,248786279441
★巡天★,保密,2024-12-09 00:24:00 北京时间,0,回复 @叫我大泽吖 :然而没有人口就没有消费，经济就起不来,云南,29,5,10805078,248786576561
宇智波丶翎,保密,2024-12-09 00:25:51 北京时间,7,回复 @碧水月空明 :当时的日本老师也是这么想的，问题是你交的人数少了，班级少了你的工资可不可以少？毕竟学校赚的也少了呀！而且一线城市就算稳得住，那二三线的城市因为招不到生源倒闭和失业的教师呢？天真同学,吉林,29,6,14972054,248786555313
KMPlayer133,男,2024-12-09 01:00:45 北京时间,0,回复 @碧水月空明 :教练一对二的价格和一对一的价格是一样的？,广东,29,6,82785467,248787821297
Hwakaoo,男,2024-12-09 01:24:03 北京时间,0,回复 @碧水月空明 :你猜人少了学校收入是不是也下降了，那多出来的老师你猜会怎么样[嗑瓜子]好，提升教学质量是吧，内卷，启动,辽宁,29,6,10081502,249209573280
flying37520,保密,2024-12-09 02:32:13 北京时间,0,回复 @浔湖畔 :你是懂我的，[蹲蹲],广东,29,6,11344372,248792325761
Mshura,保密,2024-12-09 03:18:03 北京时间,1,回复 @碧水月空明 :现在60人一个班，老师的收入都节节下降，边远地区甚至经常拖欠，30人一班，这少收到了更多的费用差额从那出，别说财政哈，地方财政啥样谁心里都有数,重庆,29,5,343230378,248794904609
家养小萝莉,保密,2024-12-09 03:41:35 北京时间,0,回复 @碧水月空明 :太理想化了[笑哭]这样学校领导可是赚不到钱的,福建,29,6,263259,248796486049
晨风露彧,保密,2024-12-09 03:55:02 北京时间,1,稍微幻想一点，或许是我们航天科技研究的太少了，如果现在有星际殖民的技术，世界人口问题一下子就能解决了,浙江,29,5,660304499,248797362161
巨炮猛男,保密,2024-12-09 04:49:41 北京时间,0,并且人口才是一个国家最根本的,重庆,29,5,309187196,248801330161
SWZ守望者,保密,2024-12-09 05:29:32 北京时间,0,回复 @★巡天★ :年轻人消费，搞笑吧年轻人几个钱，能养活自己都不错了，尤其当今工作难找，现在跟日本等国一样钱都在中年或老年人手里好吧，,河南,29,4,1044894325,249225521840
异端溯回,男,2024-12-10 10:58:19 北京时间,0,回复 @循环倒计时 :把人成发展的手段，而不是把人当成发展的目的？什么时候工作时间减少了，生育补贴落实了，生孩子的人不就多了？高速发展的过程中007996才是导致现在出生率下降的原因,广东,29,6,350950780,248905503489
请叫人家靓仔,保密,2024-12-10 17:32:24 北京时间,1,董🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶😂😂😂😂，按你个傻🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶说的，直接生28亿天下无敌了😂😂😂,广东,29,5,440892097,248935958513
请叫人家靓仔,保密,2024-12-10 17:34:26 北京时间,0,一个麒麟820为什么那么卡😂😂😂😂，你觉得你那种知识水平经济水平达到讨论国家大事的水平了吗,广东,29,5,440892097,248936107585
非器质性腦蛤蛌,保密,2024-12-11 15:42:33 北京时间,1,回复 @循环倒计时 :[大笑]太招笑了哥们儿，你以为14亿人的消费水平真的很高吗？如果真的高怎么会在外贸受挫以后不断消费降级？给你捋一捋最简单的逻辑吧，1000个山顶洞人，和一个坐拥金山的现代人，哪边的消费力更高呢？不会认为是山顶洞人吧哥们儿？那你这辈子有了，多生些小山顶洞人吧，不然有钱人都没原始部落可以体验生活了,江苏,29,4,3546377407695334,249439657744
檐箫-,男,2024-12-08 02:17:16 北京时间,0,聊宏观经济学的时候当然都是数字,湖南,1,5,507878935,249124528096
檐箫-,男,2024-12-08 02:17:16 北京时间,0,聊宏观经济学的时候当然都是数字,湖南,1,5,507878935,249124528096
稚初一月,保密,2024-12-08 15:15:43 北京时间,73,4个人的活全他一个人干了，这些就业岗位能不紧缺吗,浙江,86,2,3546811935492881,248769162465
生产队的全牛火锅,男,2024-12-08 16:08:39 北京时间,3,因为岗位总数减少了,云南,86,6,432593008,249193335648
zy仙道张,保密,2024-12-08 17:08:55 北京时间,3,因为要求高了，老一代人想进厂都不容易，现在人看不上工厂。,湖北,86,6,44772688,248777170801
贾德秀,保密,2024-12-08 17:23:11 北京时间,207,不是岗位紧缺，而是结构性失调。打螺丝的岗位天天招不够人，大厂的白领工作挤破头。不是每年求职人数太多，而是大学培养出了太多的高素质人才，这些人不会接受低端岗位。事实上由于教育的滞后性，等到经济发展需要人才的时候才去扩大高等教育规模就晚了，因此我国都是根据预期提前至少20年来布局高等教育，但是一系列变故致使我国的产业升级没有预想中那般顺利，没有足够的岗位容纳高素质人才，而上一代人吃了高速发展的红利，又有足够的资产让年轻人啃老，这才导致了如今的高失业和高岗位缺口并存的局面,广东,86,5,351819850,248778007233
独身闯荡世间,保密,2024-12-08 19:15:20 北京时间,115,回复 @贾德秀 :进厂累+工资低加班多福利低，个个人肯定都想往上走，且每个大学生童年基本都是在高压的应试教育下长大，就有思想为啥我吃了那么多苦，还要干这种底层的工作，分配不均和社会地位差距才是最大的问题,广东,86,3,499310761,248781356721
茹茹乐乐,保密,2024-12-08 23:41:31 北京时间,7,都想当管理岗位，没有人愿意进厂[脱单doge],河南,86,5,402944992,248785107809
剑光惊月,男,2024-12-09 00:37:27 北京时间,4,因为70后还没退休吧,安徽,86,6,348448178,248787075793
゙゙゙goat,保密,2024-12-09 00:42:56 北京时间,33,回复 @贾德秀 :为什么都这样了工厂还是不改双休？还是不够缺人,广东,86,6,35091451,248787256609
香鱼pai,男,2024-12-09 00:54:58 北京时间,3,回复 @稚初一月 :而且还只用发一个人的工资[吃瓜]，如此省钱，岂不美哉,河南,86,5,591952702,249208215296
QQfin,保密,2024-12-09 01:19:36 北京时间,4,就业岗位不紧缺，只是有些人看不清自己能力，不愿意去低端岗位,广东,86,5,1572087465,248788809777
w开心每一天6,保密,2024-12-09 01:51:07 北京时间,0,保安保姆大螺丝岗位不少，过去这里人选择，现在没有罢了,广东,86,5,432644769,248790139105
